conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
468,0,Li,"Hey Sarah, I saw your pull request for the new feature. Looks good, but I noticed there's a merge conflict with the latest changes in the master branch.",en,"['Hey', 'Sarah', ',', 'I', 'saw', 'your', 'pull', 'request', 'for', 'the', 'new', 'feature', '.', 'Looks', 'good', ',', 'but', 'I', 'noticed', ""there's"", 'a', 'merge', 'conflict', 'with', 'the', 'latest', 'changes', 'in', 'the', 'master', 'branch', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",32,4,0,False
468,1,Sarah,Oh really? I thought I had resolved all the conflicts before pushing my changes. Let me take a look.,en,"['Oh', 'really', '?', 'I', 'thought', 'I', 'had', 'resolved', 'all', 'the', 'conflicts', 'before', 'pushing', 'my', 'changes', '.', 'Let', 'me', 'take', 'a', 'look', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'other']",22,0,0,False
468,2,Li,"No worries, it happens. Just make sure to rebase your branch on the latest master and resolve the conflicts before merging.",en,"['No', 'worries', ',', 'it', 'happens', '.', 'Just', 'make', 'sure', 'to', 'rebase', 'your', 'branch', 'on', 'the', 'latest', 'master', 'and', 'resolve', 'the', 'conflicts', 'before', 'merging', '.']","['en', 'en', 'other', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",24,0,0,False
468,3,Sarah,"Got it, thanks for pointing that out. I'll take care of it right away.",en,"['Got', 'it', ',', 'thanks', 'for', 'pointing', 'that', 'out', '.', ""I'll"", 'take', 'care', 'of', 'it', 'right', 'away', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,0,0,False
468,4,Li,"Great, let me know if you need any help with resolving the conflicts. We don't want any deployment blockers because of this.",en,"['Great', ',', 'let', 'me', 'know', 'if', 'you', 'need', 'any', 'help', 'with', 'resolving', 'the', 'conflicts', '.', 'We', ""don't"", 'want', 'any', 'deployment', 'blockers', 'because', 'of', 'this', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",25,0,0,False
468,5,Sarah,"Absolutely, I'll make sure to resolve it quickly so we can get the feature deployed on time.",en,"['Absolutely', ',', ""I'll"", 'make', 'sure', 'to', 'resolve', 'it', 'quickly', 'so', 'we', 'can', 'get', 'the', 'feature', 'deployed', 'on', 'time', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",19,1,0,False
468,6,Li,"Speaking of deployment, do you know if there are any other blockers we need to address before we can push the new code to production?",en,"['Speaking', 'of', 'deployment', ',', 'do', 'you', 'know', 'if', 'there', 'are', 'any', 'other', 'blockers', 'we', 'need', 'to', 'address', 'before', 'we', 'can', 'push', 'the', 'new', 'code', 'to', 'production', '?']","['en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",27,1,0,False
468,7,Sarah,"I'm not aware of any other blockers at the moment, but I'll double-check with the QA team to ensure everything is good to go.",en,"[""I'm"", 'not', 'aware', 'of', 'any', 'other', 'blockers', 'at', 'the', 'moment', ',', 'but', ""I'll"", 'double', '-', 'check', 'with', 'the', 'QA', 'team', 'to', 'ensure', 'everything', 'is', 'good', 'to', 'go', '.']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",28,1,0,False
468,8,Li,"Sounds good, let's aim to deploy the staging build by tomorrow so we have enough time to test and address any bugs before the deadline.",en,"['Sounds', 'good', ',', ""let's"", 'aim', 'to', 'deploy', 'the', 'staging', 'build', 'by', 'tomorrow', 'so', 'we', 'have', 'enough', 'time', 'to', 'test', 'and', 'address', 'any', 'bugs', 'before', 'the', 'deadline', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",27,4,0,False
468,9,Sarah,"Agreed, I'll work on resolving the merge conflict and ensuring the deployment process goes smoothly. Thanks for bringing it up.",en,"['Agreed', ',', ""I'll"", 'work', 'on', 'resolving', 'the', 'merge', 'conflict', 'and', 'ensuring', 'the', 'deployment', 'process', 'goes', 'smoothly', '.', 'Thanks', 'for', 'bringing', 'it', 'up', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'other']",23,1,0,False
