conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
127,0,李伟,嗨，王珊，今天的进展怎么样？前端那边有遇到什么问题吗？,zh,"['嗨', '，', '王', '珊', '，', '今', '天', '的', '进', '展', '怎', '么', '样', '？', '前', '端', '那', '边', '有', '遇', '到', '什', '么', '问', '题', '吗', '？']","['zh', 'other', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",27,0,0,False
127,1,王珊,你好，李伟。其实我们在整合你们的接口时发现了一些数据格式不太一致的地方，特别是在用户信息那块。,zh,"['你', '好', '，', '李', '伟', '。', '其', '实', '我', '们', '在', '整', '合', '你', '们', '的', '接', '口', '时', '发', '现', '了', '一', '些', '数', '据', '格', '式', '不', '太', '一', '致', '的', '地', '方', '，', '特', '别', '是', '在', '用', '户', '信', '息', '那', '块', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",47,0,0,False
127,2,李伟,哦，具体是什么问题呢？是字段名字不一致，还是数据类型有差异？,zh,"['哦', '，', '具', '体', '是', '什', '么', '问', '题', '呢', '？', '是', '字', '段', '名', '字', '不', '一', '致', '，', '还', '是', '数', '据', '类', '型', '有', '差', '异', '？']","['zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",30,0,0,False
127,3,王珊,字段名字的命名不太统一，有的用的是“用户名”，有的用的是“user_name”。这导致我们的前端解析数据的时候出现了错误。,zh,"['字', '段', '名', '字', '的', '命', '名', '不', '太', '统', '一', '，', '有', '的', '用', '的', '是', '“', '用', '户', '名', '”', '，', '有', '的', '用', '的', '是', '“', 'user', 'name', '”', '。', '这', '导', '致', '我', '们', '的', '前', '端', '解', '析', '数', '据', '的', '时', '候', '出', '现', '了', '错', '误', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'other', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'en', 'en', 'other', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",54,0,0,True
127,4,李伟,明白了。我这边可以帮你们统一一下接口的返回格式。你觉得“用户名”这个字段名合适吗？,zh,"['明', '白', '了', '。', '我', '这', '边', '可', '以', '帮', '你', '们', '统', '一', '一', '下', '接', '口', '的', '返', '回', '格', '式', '。', '你', '觉', '得', '“', '用', '户', '名', '”', '这', '个', '字', '段', '名', '合', '适', '吗', '？']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",41,0,0,False
127,5,王珊,这个名字听起来不错，比较直观。这样前端那边就能更容易理解了。,zh,"['这', '个', '名', '字', '听', '起', '来', '不', '错', '，', '比', '较', '直', '观', '。', '这', '样', '前', '端', '那', '边', '就', '能', '更', '容', '易', '理', '解', '了', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",30,0,0,False
127,6,李伟,好的，那我这就改一下接口文档，然后修复相关代码。对了，最近我们要赶项目的截止日期，你那边的进展如何？,zh,"['好', '的', '，', '那', '我', '这', '就', '改', '一', '下', '接', '口', '文', '档', '，', '然', '后', '修', '复', '相', '关', '代', '码', '。', '对', '了', '，', '最', '近', '我', '们', '要', '赶', '项', '目', '的', '截', '止', '日', '期', '，', '你', '那', '边', '的', '进', '展', '如', '何', '？']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",50,0,0,False
127,7,王珊,我们现在大部分功能都已经完成了，正在做最后的测试。只要你们的接口调整完成，应该就可以合并代码了。,zh,"['我', '们', '现', '在', '大', '部', '分', '功', '能', '都', '已', '经', '完', '成', '了', '，', '正', '在', '做', '最', '后', '的', '测', '试', '。', '只', '要', '你', '们', '的', '接', '口', '调', '整', '完', '成', '，', '应', '该', '就', '可', '以', '合', '并', '代', '码', '了', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",48,0,0,False
127,8,李伟,没问题，今天晚上我一定把这些问题解决掉，尽量不影响你们的进度。,zh,"['没', '问', '题', '，', '今', '天', '晚', '上', '我', '一', '定', '把', '这', '些', '问', '题', '解', '决', '掉', '，', '尽', '量', '不', '影', '响', '你', '们', '的', '进', '度', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",31,0,0,False
127,9,王珊,太好了，感谢你！这样我们就能按时上线了。希望不会再有其他的技术问题了。,zh,"['太', '好', '了', '，', '感', '谢', '你', '！', '这', '样', '我', '们', '就', '能', '按', '时', '上', '线', '了', '。', '希', '望', '不', '会', '再', '有', '其', '他', '的', '技', '术', '问', '题', '了', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",35,0,0,False
