conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
750,0,Li,"Hey Sarah, are we on track for the deploy this Friday?",en,"['Hey', 'Sarah', ',', 'are', 'we', 'on', 'track', 'for', 'the', 'deploy', 'this', 'Friday', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",13,1,0,False
750,1,李,嘿Sarah，我们周五的部署进度如何？,zh,"['嘿', 'Sarah', '，', '我', '们', '周', '五', '的', '部', '署', '进', '度', '如', '何', '？']","['zh', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",15,0,0,True
750,2,Sarah,"Hi Li, I think we're good to go. The build is stable and all the bugs have been fixed.",en,"['Hi', 'Li', ',', 'I', 'think', ""we're"", 'good', 'to', 'go', '.', 'The', 'build', 'is', 'stable', 'and', 'all', 'the', 'bugs', 'have', 'been', 'fixed', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",22,1,0,False
750,3,Sarah,嗨Li，我觉得一切都进行顺利。构建稳定，所有的错误都已修复。,zh,"['嗨', 'Li', '，', '我', '觉', '得', '一', '切', '都', '进', '行', '顺', '利', '。', '构', '建', '稳', '定', '，', '所', '有', '的', '错', '误', '都', '已', '修', '复', '。']","['zh', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",29,0,0,True
750,4,Li,That's great to hear. I'll double check the merge and make sure everything is integrated properly.,en,"[""That's"", 'great', 'to', 'hear', '.', ""I'll"", 'double', 'check', 'the', 'merge', 'and', 'make', 'sure', 'everything', 'is', 'integrated', 'properly', '.']","['en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",18,1,0,False
750,5,李,听起来不错。我会再确认一下合并，并确保一切正确集成。,zh,"['听', '起', '来', '不', '错', '。', '我', '会', '再', '确', '认', '一', '下', '合', '并', '，', '并', '确', '保', '一', '切', '正', '确', '集', '成', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",26,0,0,False
750,6,Sarah,Sounds like a plan. We have to meet the deadline this time.,en,"['Sounds', 'like', 'a', 'plan', '.', 'We', 'have', 'to', 'meet', 'the', 'deadline', 'this', 'time', '.']","['en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",14,1,0,False
750,7,Sarah,听起来是个好计划。这次我们必须在最后期限之前完成。,zh,"['听', '起', '来', '是', '个', '好', '计', '划', '。', '这', '次', '我', '们', '必', '须', '在', '最', '后', '期', '限', '之', '前', '完', '成', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",25,0,0,False
750,8,Li,Agreed. Let's stay focused and keep an eye out for any last minute issues.,en,"['Agreed', '.', ""Let's"", 'stay', 'focused', 'and', 'keep', 'an', 'eye', 'out', 'for', 'any', 'last', 'minute', 'issues', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",16,0,0,False
750,9,李,同意。让我们保持专注，随时注意最后一刻的问题。,zh,"['同', '意', '。', '让', '我', '们', '保', '持', '专', '注', '，', '随', '时', '注', '意', '最', '后', '一', '刻', '的', '问', '题', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",23,0,0,False
750,10,Sarah,Definitely. I'll run some final tests tomorrow before we push the deploy.,en,"['Definitely', '.', ""I'll"", 'run', 'some', 'final', 'tests', 'tomorrow', 'before', 'we', 'push', 'the', 'deploy', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",14,1,0,False
750,11,Sarah,当然。我会在明天进行最后的测试，然后推送部署。,zh,"['当', '然', '。', '我', '会', '在', '明', '天', '进', '行', '最', '后', '的', '测', '试', '，', '然', '后', '推', '送', '部', '署', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",23,0,0,False
750,12,Li,"Perfect. Thanks for staying on top of everything, Sarah.",en,"['Perfect', '.', 'Thanks', 'for', 'staying', 'on', 'top', 'of', 'everything', ',', 'Sarah', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'other']",12,0,0,False
750,13,李,完美。感谢你一直关注着一切，Sarah。,zh,"['完', '美', '。', '感', '谢', '你', '一', '直', '关', '注', '着', '一', '切', '，', 'Sarah', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'en', 'other']",16,0,0,True
