conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
749,0,Li,"Hey Sarah, are you ready for the deploy on Friday?",en,"['Hey', 'Sarah', ',', 'are', 'you', 'ready', 'for', 'the', 'deploy', 'on', 'Friday', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",12,1,0,False
749,1,S,嗨Sarah，你准备好周五的部署了吗？,zh,"['嗨', 'Sarah', '，', '你', '准', '备', '好', '周', '五', '的', '部', '署', '了', '吗', '？']","['zh', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",15,0,0,True
749,2,Sarah,"Hey Li, not quite yet. I'm still fixing some bugs from the last build.",en,"['Hey', 'Li', ',', 'not', 'quite', 'yet', '.', ""I'm"", 'still', 'fixing', 'some', 'bugs', 'from', 'the', 'last', 'build', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,1,0,False
749,3,S,嗨Li，还没完全准备好。我还在修复上次构建中的一些问题。,zh,"['嗨', 'Li', '，', '还', '没', '完', '全', '准', '备', '好', '。', '我', '还', '在', '修', '复', '上', '次', '构', '建', '中', '的', '一', '些', '问', '题', '。']","['zh', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",27,0,0,True
749,4,Li,"No worries, we still have some time before the deadline.",en,"['No', 'worries', ',', 'we', 'still', 'have', 'some', 'time', 'before', 'the', 'deadline', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",12,1,0,False
749,5,S,别担心，我们还有一些时间在截止日期之前。,zh,"['别', '担', '心', '，', '我', '们', '还', '有', '一', '些', '时', '间', '在', '截', '止', '日', '期', '之', '前', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",20,0,0,False
749,6,Sarah,That's true. I also need to merge my code with the main branch.,en,"[""That's"", 'true', '.', 'I', 'also', 'need', 'to', 'merge', 'my', 'code', 'with', 'the', 'main', 'branch', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",15,2,0,False
749,7,S,是的。我还需要把我的代码与主分支合并。,zh,"['是', '的', '。', '我', '还', '需', '要', '把', '我', '的', '代', '码', '与', '主', '分', '支', '合', '并', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",19,0,0,False
749,8,Li,Let me know if you need any help with that.,en,"['Let', 'me', 'know', 'if', 'you', 'need', 'any', 'help', 'with', 'that', '.']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",11,0,0,False
749,9,S,如果需要帮助，告诉我。,zh,"['如', '果', '需', '要', '帮', '助', '，', '告', '诉', '我', '。']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'other']",11,0,0,False
749,10,Sarah,"Thanks, I might take you up on that offer.",en,"['Thanks', ',', 'I', 'might', 'take', 'you', 'up', 'on', 'that', 'offer', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",11,0,0,False
749,11,S,谢谢，也许我会接受你的提议。,zh,"['谢', '谢', '，', '也', '许', '我', '会', '接', '受', '你', '的', '提', '议', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",14,0,0,False
749,12,Li,"Sure thing, we're in this together.",en,"['Sure', 'thing', ',', ""we're"", 'in', 'this', 'together', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'other']",8,0,0,False
749,13,S,当然，我们一起努力。,zh,"['当', '然', '，', '我', '们', '一', '起', '努', '力', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",10,0,0,False
