conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
32,0,Li,"Hey Sarah, have you had a chance to look at the bug on the QA site?",en,"['Hey', 'Sarah', ',', 'have', 'you', 'had', 'a', 'chance', 'to', 'look', 'at', 'the', 'bug', 'on', 'the', 'QA', 'site', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",18,2,0,False
32,1,S,你好Sarah，你有没有时间去看QA网站上的bug了吗？,zh,"['你', '好', 'Sarah', '，', '你', '有', '没', '有', '时', '间', '去', '看', 'QA', '网', '站', '上', '的', 'bug', '了', '吗', '？']","['zh', 'zh', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'en', 'zh', 'zh', 'zh', 'zh', 'en', 'zh', 'zh', 'other']",21,0,0,True
32,2,Sarah,"Yes, I saw it earlier today. It looks like a front-end issue that might be related to the recent deploy.",en,"['Yes', ',', 'I', 'saw', 'it', 'earlier', 'today', '.', 'It', 'looks', 'like', 'a', 'front', '-', 'end', 'issue', 'that', 'might', 'be', 'related', 'to', 'the', 'recent', 'deploy', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",25,1,0,False
32,3,S,是的，我今天早些时候看到了。看起来是一个前端问题，可能与最近的部署有关。,zh,"['是', '的', '，', '我', '今', '天', '早', '些', '时', '候', '看', '到', '了', '。', '看', '起', '来', '是', '一', '个', '前', '端', '问', '题', '，', '可', '能', '与', '最', '近', '的', '部', '署', '有', '关', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",36,0,0,False
32,4,Li,That makes sense. I think we need to do some debugging on staging before we deploy any fixes.,en,"['That', 'makes', 'sense', '.', 'I', 'think', 'we', 'need', 'to', 'do', 'some', 'debugging', 'on', 'staging', 'before', 'we', 'deploy', 'any', 'fixes', '.']","['en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",20,2,0,False
32,5,S,有道理。我觉得在部署修复之前，我们需要在staging上进行一些调试。,zh,"['有', '道', '理', '。', '我', '觉', '得', '在', '部', '署', '修', '复', '之', '前', '，', '我', '们', '需', '要', '在', 'staging', '上', '进', '行', '一', '些', '调', '试', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'en', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",29,0,0,True
32,6,Sarah,Agreed. Let's build a checklist of possible causes and test them on staging before we merge any changes.,en,"['Agreed', '.', ""Let's"", 'build', 'a', 'checklist', 'of', 'possible', 'causes', 'and', 'test', 'them', 'on', 'staging', 'before', 'we', 'merge', 'any', 'changes', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",20,3,0,False
32,7,S,同意。让我们建立一个可能原因的清单，并在staging上测试它们，然后再合并任何更改。,zh,"['同', '意', '。', '让', '我', '们', '建', '立', '一', '个', '可', '能', '原', '因', '的', '清', '单', '，', '并', '在', 'staging', '上', '测', '试', '它', '们', '，', '然', '后', '再', '合', '并', '任', '何', '更', '改', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'en', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",37,0,0,True
32,8,Li,Good idea. I'll start looking into the code to see if I can identify the root cause of the issue.,en,"['Good', 'idea', '.', ""I'll"", 'start', 'looking', 'into', 'the', 'code', 'to', 'see', 'if', 'I', 'can', 'identify', 'the', 'root', 'cause', 'of', 'the', 'issue', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",22,1,0,False
32,9,S,好主意。我会开始查看代码，看看能否找出问题的根本原因。,zh,"['好', '主', '意', '。', '我', '会', '开', '始', '查', '看', '代', '码', '，', '看', '看', '能', '否', '找', '出', '问', '题', '的', '根', '本', '原', '因', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",27,0,0,False
32,10,Sarah,Sounds good. Let me know if you need any help. We have a tight deadline for this fix.,en,"['Sounds', 'good', '.', 'Let', 'me', 'know', 'if', 'you', 'need', 'any', 'help', '.', 'We', 'have', 'a', 'tight', 'deadline', 'for', 'this', 'fix', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",21,1,0,False
