conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
742,0,Li,"Hey Sarah, are you ready for the deploy this Friday?",en,"['Hey', 'Sarah', ',', 'are', 'you', 'ready', 'for', 'the', 'deploy', 'this', 'Friday', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",12,1,0,False
742,1,李,嗨，Sarah，这周五的部署准备好了吗？,zh,"['嗨', '，', 'Sarah', '，', '这', '周', '五', '的', '部', '署', '准', '备', '好', '了', '吗', '？']","['zh', 'other', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",16,0,0,True
742,2,Sarah,"Hey Li, I think we're good to go. The build passed all the tests.",en,"['Hey', 'Li', ',', 'I', 'think', ""we're"", 'good', 'to', 'go', '.', 'The', 'build', 'passed', 'all', 'the', 'tests', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,1,0,False
742,3,莎拉,嗨，Li，我觉得我们可以开始了。构建通过了所有的测试。,zh,"['嗨', '，', 'Li', '，', '我', '觉', '得', '我', '们', '可', '以', '开', '始', '了', '。', '构', '建', '通', '过', '了', '所', '有', '的', '测', '试', '。']","['zh', 'other', 'en', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",26,0,0,True
742,4,Li,Great to hear that. Did you manage to fix that annoying bug we found yesterday?,en,"['Great', 'to', 'hear', 'that', '.', 'Did', 'you', 'manage', 'to', 'fix', 'that', 'annoying', 'bug', 'we', 'found', 'yesterday', '?']","['en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,1,0,False
742,5,李,听到这个很高兴。你有办法修复昨天我们发现的那个烦人的bug吗？,zh,"['听', '到', '这', '个', '很', '高', '兴', '。', '你', '有', '办', '法', '修', '复', '昨', '天', '我', '们', '发', '现', '的', '那', '个', '烦', '人', '的', 'bug', '吗', '？']","['zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'en', 'zh', 'other']",29,0,0,True
742,6,Sarah,"Yes, I found the root cause and fixed it. It was a simple merge conflict.",en,"['Yes', ',', 'I', 'found', 'the', 'root', 'cause', 'and', 'fixed', 'it', '.', 'It', 'was', 'a', 'simple', 'merge', 'conflict', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",18,1,0,False
742,7,莎拉,有了，我找到了根本原因并修复了它。这只是一个简单的合并冲突。,zh,"['有', '了', '，', '我', '找', '到', '了', '根', '本', '原', '因', '并', '修', '复', '了', '它', '。', '这', '只', '是', '一', '个', '简', '单', '的', '合', '并', '冲', '突', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",30,0,0,False
742,8,Li,Awesome! We can't miss the deadline this time. Let's make sure everything is smooth.,en,"['Awesome', '!', 'We', ""can't"", 'miss', 'the', 'deadline', 'this', 'time', '.', ""Let's"", 'make', 'sure', 'everything', 'is', 'smooth', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,1,0,False
742,9,李,太棒了！这次我们不能错过截止日期。我们要确保一切顺利。,zh,"['太', '棒', '了', '！', '这', '次', '我', '们', '不', '能', '错', '过', '截', '止', '日', '期', '。', '我', '们', '要', '确', '保', '一', '切', '顺', '利', '。']","['zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",27,0,0,False
742,10,Sarah,Agreed. I'll double-check the code and documentation before the deploy.,en,"['Agreed', '.', ""I'll"", 'double', '-', 'check', 'the', 'code', 'and', 'documentation', 'before', 'the', 'deploy', '.']","['en', 'other', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",14,2,0,False
742,11,莎拉,同意。在部署之前，我会再次检查代码和文档。,zh,"['同', '意', '。', '在', '部', '署', '之', '前', '，', '我', '会', '再', '次', '检', '查', '代', '码', '和', '文', '档', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other']",21,0,0,False
742,12,Li,"Perfect. Let's aim for a flawless deploy this time. Thanks for your hard work, Sarah.",en,"['Perfect', '.', ""Let's"", 'aim', 'for', 'a', 'flawless', 'deploy', 'this', 'time', '.', 'Thanks', 'for', 'your', 'hard', 'work', ',', 'Sarah', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'other']",19,1,0,False
742,13,李,完美。这次我们要争取一次无瑕疵的部署。谢谢你的辛勤工作，Sarah。,zh,"['完', '美', '。', '这', '次', '我', '们', '要', '争', '取', '一', '次', '无', '瑕', '疵', '的', '部', '署', '。', '谢', '谢', '你', '的', '辛', '勤', '工', '作', '，', 'Sarah', '。']","['zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'zh', 'other', 'en', 'other']",30,0,0,True
