conv_id,turn,speaker,text,lang,tokens_list,token_langs,token_count,tech_score,cult_score,is_mixed_turn
626,0,Sarah,"Hey Li, are you free to review my pull request on the bug fix for the navigation menu?",en,"['Hey', 'Li', ',', 'are', 'you', 'free', 'to', 'review', 'my', 'pull', 'request', 'on', 'the', 'bug', 'fix', 'for', 'the', 'navigation', 'menu', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",20,3,0,False
626,1,Li,"Sure, I can take a look now. Did you run tests on it before submitting?",en,"['Sure', ',', 'I', 'can', 'take', 'a', 'look', 'now', '.', 'Did', 'you', 'run', 'tests', 'on', 'it', 'before', 'submitting', '?']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",18,0,0,False
626,2,Sarah,"Yes, I ran integration tests and everything passed. Just need a second pair of eyes before I merge.",en,"['Yes', ',', 'I', 'ran', 'integration', 'tests', 'and', 'everything', 'passed', '.', 'Just', 'need', 'a', 'second', 'pair', 'of', 'eyes', 'before', 'I', 'merge', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",21,1,0,False
626,3,Li,Got it. Looks good to me. Ready for deploy?,en,"['Got', 'it', '.', 'Looks', 'good', 'to', 'me', '.', 'Ready', 'for', 'deploy', '?']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'other']",12,1,0,False
626,4,Sarah,Almost. Just need to update the README file and then I can push it out.,en,"['Almost', '.', 'Just', 'need', 'to', 'update', 'the', 'README', 'file', 'and', 'then', 'I', 'can', 'push', 'it', 'out', '.']","['en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,0,0,False
626,5,Li,Sounds good. Let me know when you're ready and I'll double-check everything before we merge to master.,en,"['Sounds', 'good', '.', 'Let', 'me', 'know', 'when', ""you're"", 'ready', 'and', ""I'll"", 'double', '-', 'check', 'everything', 'before', 'we', 'merge', 'to', 'master', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",21,1,0,False
626,6,Sarah,"Will do. Thanks for your help, Li.",en,"['Will', 'do', '.', 'Thanks', 'for', 'your', 'help', ',', 'Li', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'en', 'other', 'en', 'other']",10,0,0,False
626,7,Li,"No problem, happy to help. Just let me know if you need anything else.",en,"['No', 'problem', ',', 'happy', 'to', 'help', '.', 'Just', 'let', 'me', 'know', 'if', 'you', 'need', 'anything', 'else', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",17,0,0,False
626,8,Sarah,"Sure thing, I appreciate it. I'll hit you up if we have any other bugs to squash in the future.",en,"['Sure', 'thing', ',', 'I', 'appreciate', 'it', '.', ""I'll"", 'hit', 'you', 'up', 'if', 'we', 'have', 'any', 'other', 'bugs', 'to', 'squash', 'in', 'the', 'future', '.']","['en', 'en', 'other', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'other']",23,0,0,False
626,9,Li,"Sounds like a plan. Have a good one, Sarah.",en,"['Sounds', 'like', 'a', 'plan', '.', 'Have', 'a', 'good', 'one', ',', 'Sarah', '.']","['en', 'en', 'en', 'en', 'other', 'en', 'en', 'en', 'en', 'other', 'en', 'other']",12,0,0,False
626,10,Sarah,"You too, Li.",en,"['You', 'too', ',', 'Li', '.']","['en', 'en', 'other', 'en', 'other']",5,0,0,False
